27.0,4,97.0,88.0,2130,14.5,71,3,"datsun pl510",4104.8007380073805
20.6,6,225.0,110.0,3360,16.6,79,1,"dodge aspen 6",4399
20.0,6,225.0,100.0,3651,17.7,76,1,"dodge aspen se",4413
18.6,6,225.0,110.0,3620,18.7,78,1,"dodge aspen",3911
15.0,8,383.0,170.0,3563,10.0,70,1,"dodge challenger se",3914
28.0,4,98.0,80.0,2164,15.0,72,1,"dodge colt (sw)",2451
25.0,4,97.5,80.0,2126,17.0,72,1,"dodge colt hardtop",2233
35.7,4,98.0,80.0,1915,14.4,79,1,"dodge colt hatchback custom",4425
33.5,4,98.0,83.0,2075,15.9,77,1,"dodge colt m/m",2999
28.0,4,90.0,75.0,2125,14.5,74,1,"dodge colt",2585
26.0,4,98.0,79.0,2255,17.7,76,1,"dodge colt",3175
16.0,8,318.0,150.0,4190,13.0,76,1,"dodge coronet brougham",4297
14.0,8,318.0,150.0,4457,13.5,74,1,"dodge coronet custom (sw)",3882
15.0,8,318.0,150.0,3777,12.5,73,1,"dodge coronet custom",3129
13.0,8,318.0,150.0,3755,14.0,76,1,"dodge d100",3777
11.0,8,318.0,210.0,4382,13.5,70,1,"dodge d200",3198
11.0,8,318.0,210.0,4382,13.5,71,1,"dodge d200",3198
15.0,8,318.0,150.0,3399,11.0,73,1,"dodge dart custom",2658
19.4,8,318.0,140.0,3735,13.2,78,1,"dodge diplomat",5207
17.5,8,318.0,140.0,4080,13.7,78,1,"dodge magnum xe",5509
12.0,8,383.0,180.0,4955,11.5,71,1,"dodge monaco (sw)",4689
15.5,8,318.0,145.0,4140,13.7,77,1,"dodge monaco brougham",4408
30.9,4,105.0,75.0,2230,14.5,78,1,"dodge omni",3967
18.2,8,318.0,135.0,3830,15.2,79,1,"dodge stregis",6847
26.0,4,98.0,90.0,2265,15.5,73,2,"fiat 124 sport coupe",3674
26.0,4,116.0,75.0,2246,14.0,74,2,"fiat 124 tc",4343
30.0,4,88.0,76.0,2065,14.5,71,2,"fiat 124b",2081
29.0,4,68.0,49.0,1867,19.5,73,2,"fiat 128",2195
24.0,4,90.0,75.0,2108,15.5,74,2,"fiat 128",2684
28.0,4,107.0,86.0,2464,15.5,76,2,"fiat 131",4286
37.3,4,91.0,69.0,2130,14.7,79,2,"fiat strada custom",4496
31.0,4,79.0,67.0,2000,16.0,74,2,"fiat x1.9",4167
13.0,8,400.0,170.0,4746,12.0,71,1,"ford country squire (sw)",4074
15.5,8,351.0,142.0,4054,14.3,79,1,"ford country squire (sw)",7006
12.0,8,400.0,167.0,4906,12.5,73,1,"ford country",4104.8007380073805
13.0,8,302.0,130.0,3870,15.0,76,1,"ford f108",4104.8007380073805
10.0,8,360.0,215.0,4615,14.0,70,1,"ford f250",3214
10.0,8,360.0,215.0,4615,14.0,71,1,"ford f250",3214
20.2,6,200.0,85.0,2965,15.8,78,1,"ford fairmont (auto)",3744
25.1,4,140.0,88.0,2720,15.4,78,1,"ford fairmont (man)",3744
22.3,4,140.0,88.0,2890,17.3,79,1,"ford fairmont 4",4383
36.1,4,98.0,66.0,1800,14.4,78,1,"ford fiesta",4104.8007380073805
18.1,8,302.0,139.0,3205,11.2,78,1,"ford futura",4104.8007380073805
15.0,8,429.0,198.0,4341,10.0,70,1,"ford galaxie 500",3137
14.0,8,351.0,153.0,4154,13.5,71,1,"ford galaxie 500",4104.8007380073805
14.0,8,351.0,153.0,4129,13.0,72,1,"ford galaxie 500",4104.8007380073805
13.0,8,302.0,140.0,4294,16.0,72,1,"ford gran torino (sw)",4104.8007380073805
14.0,8,302.0,140.0,4638,16.0,74,1,"ford gran torino (sw)",4017
14.0,8,302.0,137.0,4042,14.5,73,1,"ford gran torino",3015
16.0,8,302.0,140.0,4141,14.0,74,1,"ford gran torino",3411
14.5,8,351.0,152.0,4215,12.8,76,1,"ford gran torino",4104.8007380073805
18.0,6,250.0,78.0,3574,21.0,76,1,"ford granada ghia",4353
18.5,6,250.0,98.0,3525,19.0,77,1,"ford granada",4209
17.6,8,302.0,129.0,3725,13.4,79,1,"ford ltd landau",6686
13.0,8,351.0,158.0,4363,13.0,73,1,"ford ltd",3950
14.0,8,351.0,148.0,4657,13.5,75,1,"ford ltd",4753
21.0,6,200.0,85.0,2587,16.0,70,1,"ford maverick",1995
18.0,6,250.0,88.0,3021,16.5,73,1,"ford maverick",2248
21.0,6,200.0,112.28955696202532,2875,17.0,74,1,"ford maverick",2790
15.0,6,250.0,72.0,3158,19.5,75,1,"ford maverick",3025
24.0,6,200.0,81.0,3012,17.6,76,1,"ford maverick",3117
20.99412698412698,8,302.0,140.0,3353,8.0,70,1,"ford mustang boss 302",3126
25.5,4,140.0,89.0,2755,15.8,77,1,"ford mustang ii 2+2",4183
13.0,8,302.0,129.0,3169,12.0,75,1,"ford mustang ii",3801
18.0,6,250.0,88.0,3139,14.5,71,1,"ford mustang",3322
22.0,4,122.0,86.0,2395,16.0,72,1,"ford pinto (sw)",2265
21.0,4,122.0,86.0,2226,16.5,72,1,"ford pinto runabout",2078
25.0,4,98.0,112.28955696202532,2046,19.0,71,1,"ford pinto",1919
19.0,4,122.0,85.0,2310,18.5,73,1,"ford pinto",2021
26.0,4,122.0,80.0,2451,16.5,74,1,"ford pinto",2527
20.5,5.0,155.5,90.0,2811.5,15.75,75.0,1.0,"ford pinto",2769
26.5,4,140.0,72.0,2565,13.6,76,1,"ford pinto",3025
16.0,8,351.0,149.0,4335,14.5,77,1,"ford thunderbird",5063
17.0,8.0,326.5,146.5,3741.5,10.75,70.0,1.0,"ford torino (sw)",2971.0
19.0,6,250.0,88.0,3302,15.5,71,1,"ford torino 500",2950
9.0,8,304.0,193.0,4732,18.5,70,1,"hi 1200d",4104.8007380073805
31.5,4,98.0,68.0,2045,18.5,77,3,"honda accord cvcc",3299
29.5,4,98.0,68.0,2135,16.6,78,3,"honda accord lx",5965
33.0,4,91.0,53.0,1795,17.5,75,3,"honda civic cvcc",3009
36.1,4,91.0,60.0,1800,16.4,78,3,"honda civic cvcc",3975
24.0,4,120.0,97.0,2489,15.0,74,3,"honda civic",2545
33.0,4,91.0,53.0,1795,17.4,76,3,"honda civic",2939
34.1,4,86.0,65.0,1975,15.2,79,3,"maxda glc deluxe",3995
18.0,3,70.0,90.0,2124,13.5,73,3,"maxda rx3",3295
32.8,4,78.0,52.0,1985,19.4,78,3,"mazda glc deluxe",3145
21.5,3,80.0,110.0,2720,13.5,77,3,"mazda rx-4",5470
19.0,3,70.0,97.0,2330,13.5,72,3,"mazda rx2 coupe",2290
25.4,5,183.0,77.0,3530,20.1,79,2,"mercedes benz 300d",21497
16.5,6,168.0,120.0,3820,16.7,76,2,"mercedes-benz 280s",17124
23.0,4,122.0,86.0,2220,14.0,71,1,"mercury capri 2000",4104.8007380073805
21.0,6,155.0,107.0,2472,14.0,73,1,"mercury capri v6",4104.8007380073805
15.0,8,302.0,130.0,4295,14.9,77,1,"mercury cougar brougham",4990
16.5,8,351.0,138.0,3955,13.2,79,1,"mercury grand marquis",7721
12.0,8,429.0,198.0,4952,11.5,73,1,"mercury marquis brougham",5151
11.0,8,429.0,208.0,4633,11.0,72,1,"mercury marquis",4572
20.2,8,302.0,139.0,3570,12.8,78,1,"mercury monarch ghia",4571
15.0,6,250.0,72.0,3432,21.0,75,1,"mercury monarch",3892
19.8,6,200.0,85.0,2990,18.2,79,1,"mercury zephyr 6",4888
20.8,6,200.0,85.0,3070,16.7,78,1,"mercury zephyr",3897
19.9,8,260.0,110.0,3365,15.5,78,1,"oldsmobile cutlass salon brougham",4877
23.9,8,260.0,90.0,3420,22.2,79,1,"oldsmobile cutlass salon brougham",5442
17.0,8,260.0,110.0,4060,19.0,77,1,"oldsmobile cutlass supreme",4825
12.0,8,350.0,160.0,4456,13.5,72,1,"oldsmobile delta 88 royale",4387
26.8,6,173.0,115.0,2700,12.9,79,1,"oldsmobile omega brougham",4582
11.0,8,350.0,180.0,3664,11.0,73,1,"oldsmobile omega",2777
23.8,4,151.0,85.0,2855,17.6,78,1,"oldsmobile starfire sx",4306
12.0,8,350.0,180.0,4499,12.5,73,1,"oldsmobile vista cruiser",3789
28.0,4,116.0,90.0,2123,14.0,71,2,"opel 1900",4104.8007380073805
25.0,4,116.0,81.0,2220,16.9,76,2,"opel 1900",4104.8007380073805
24.0,4,116.0,75.0,2158,15.5,73,2,"opel manta",4104.8007380073805
26.0,4,97.0,78.0,2300,14.5,74,2,"opel manta",3275
30.0,4,79.0,70.0,2074,19.5,71,2,"peugeot 304",2479
21.0,4,120.0,87.0,2979,19.5,72,2,"peugeot 504 (sw)",4095
25.0,4,110.0,87.0,2672,17.5,70,2,"peugeot 504",3478
23.0,4,120.0,88.0,2957,17.0,75,2,"peugeot 504",6330
19.0,4,120.0,88.0,3270,21.9,76,2,"peugeot 504",7340
27.2,4,141.0,71.0,3190,24.8,79,2,"peugeot 504",8040
25.0,4,110.0,87.0,2672,17.5,71,2,"peugeot 504",3478
16.2,6,163.0,133.0,3410,15.8,78,2,"peugeot 604sl",10990
14.0,8,340.0,160.0,3609,8.0,70,1,"plymouth 'cuda 340",4104.8007380073805
25.5,4,122.0,96.0,2300,15.5,77,1,"plymouth arrow gs",3654
26.0,4,91.0,70.0,1955,20.5,71,1,"plymouth cricket",1915
13.0,8,360.0,170.0,4654,13.0,73,1,"plymouth custom suburb",4104.8007380073805
22.0,6,198.0,95.0,2833,15.5,70,1,"plymouth duster",2547
23.0,6,198.0,95.0,2904,16.0,73,1,"plymouth duster",4104.8007380073805
20.0,6,198.0,95.0,3102,16.5,74,1,"plymouth duster",2829
14.0,8,318.0,150.0,4237,14.5,73,1,"plymouth fury gran sedan",4064
14.0,8,440.0,215.0,4312,8.5,70,1,"plymouth fury iii",3174
14.0,8,318.0,150.0,4096,13.0,71,1,"plymouth fury iii",3612
15.0,8,318.0,150.0,4135,13.5,72,1,"plymouth fury iii",3785
18.0,6,225.0,95.0,3785,19.0,75,1,"plymouth fury",3672
16.0,8,318.0,150.0,4498,14.5,75,1,"plymouth grand fury",4565
34.5,4,105.0,70.0,2150,14.9,79,1,"plymouth horizon tc3",4864
34.2,4,105.0,70.0,2200,13.2,79,1,"plymouth horizon",4469
23.2,4,156.0,105.0,2745,16.7,78,1,"plymouth sapporo",6087
14.0,8,318.0,150.0,4077,14.0,72,1,"plymouth satellite custom (sw)",3340
16.0,6,225.0,105.0,3439,15.5,71,1,"plymouth satellite custom",3003
18.0,6,225.0,105.0,3613,16.5,74,1,"plymouth satellite sebring",3468
18.0,8,318.0,150.0,3436,11.0,70,1,"plymouth satellite",2831
19.0,6,225.0,95.0,3264,16.0,75,1,"plymouth valiant custom",3422
18.0,6,225.0,105.0,3121,16.5,73,1,"plymouth valiant",2447
22.0,6,225.0,100.0,3233,15.4,76,1,"plymouth valiant",3276
19.0,6,225.0,100.0,3630,17.7,77,1,"plymouth volare custom",3752
13.0,8,318.0,150.0,3940,13.2,76,1,"plymouth volare premier v8",3324
20.5,6,225.0,100.0,3430,17.2,78,1,"plymouth volare",3771
23.0,4,140.0,78.0,2592,18.5,75,1,"pontiac astro",3079
14.0,8,400.0,175.0,4464,11.5,71,1,"pontiac catalina brougham",4154
14.0,8,455.0,225.0,4425,10.0,70,1,"pontiac catalina",3164
14.0,8,400.0,175.0,4385,12.0,72,1,"pontiac catalina",4080
16.0,8,400.0,170.0,4668,11.5,75,1,"pontiac catalina",4700
19.0,6,250.0,100.0,3282,15.0,71,1,"pontiac firebird",3168
16.0,8,400.0,180.0,4220,11.1,77,1,"pontiac grand prix lj",5483
16.0,8,400.0,230.0,4278,9.5,73,1,"pontiac grand prix",4583
21.5,6,231.0,115.0,3245,15.4,79,1,"pontiac lemans v6",5301
19.2,6,231.0,105.0,3535,19.2,78,1,"pontiac phoenix lj",4399
33.5,4,151.0,90.0,2556,13.2,79,1,"pontiac phoenix",4089
13.0,8,400.0,175.0,5140,12.0,71,1,"pontiac safari (sw)",4643
24.5,4,151.0,88.0,2740,16.0,77,1,"pontiac sunbird coupe",3659
18.5,6,250.0,110.0,3645,16.2,76,1,"pontiac ventura sj",3702
26.0,4,96.0,69.0,2189,18.0,72,2,"renault 12 (sw)",2695
27.0,4,101.0,83.0,2202,15.3,76,2,"renault 12tl",3899
36.0,4,79.0,58.0,1825,18.6,77,2,"renault 5 gtl",4450
25.0,4,104.0,95.0,2375,17.5,70,2,"saab 99e",3375
25.0,4,104.0,95.0,2375,17.5,71,2,"saab 99e",3375
21.6,4,121.0,115.0,2795,15.7,78,2,"saab 99gle",6298
24.0,4,121.0,110.0,2660,14.0,73,2,"saab 99le",4095
25.0,4,121.0,115.0,2671,13.5,75,2,"saab 99le",5198
30.0,4,97.0,67.0,1985,16.4,77,3,"subaru dl",3499
26.0,4,108.0,93.0,2391,15.5,74,3,"subaru",2997
20.0,4,97.0,88.0,2279,19.0,73,3,"toyota carina",2589
21.1,4,134.0,95.0,2515,14.8,78,3,"toyota celica gt liftback",5889
31.0,4,71.0,65.0,1773,19.0,71,3,"toyota corolla 1200",1798
32.0,4,71.0,65.0,1836,21.0,74,3,"toyota corolla 1200",2199
27.0,4,97.0,88.0,2100,16.5,72,3,"toyota corolla 1600 (sw)",2301
26.0,4,97.0,75.0,2265,18.2,77,3,"toyota corolla liftback",3918
29.0,4,97.0,75.0,2171,16.0,75,3,"toyota corolla",2711
28.0,4,97.0,75.0,2155,16.4,76,3,"toyota corolla",2789
24.0,4,113.0,95.0,2278,15.5,72,3,"toyota corona hardtop",2532
24.0,4,113.0,95.0,2372,15.0,70,3,"toyota corona mark ii",2170
25.0,4,113.0,95.0,2228,14.0,71,3,"toyota corona",2150
31.0,4,76.0,52.0,1649,16.5,74,3,"toyota corona",3344
24.0,4,134.0,96.0,2702,13.5,75,3,"toyota corona",4379
27.5,4,134.0,95.0,2560,14.2,78,3,"toyota corona",4574
20.0,6,156.0,122.0,2807,13.5,73,3,"toyota mark ii",4104.8007380073805
19.0,6,156.0,108.0,2930,15.5,76,3,"toyota mark ii",4104.8007380073805
23.0,4,120.0,97.0,2506,14.5,72.0,3,"toyoto corona mark ii (sw)",2837
26.0,4,97.0,46.0,1835,20.5,70,2,"volkswagen 1131 deluxe sedan",4104.8007380073805
22.0,4,121.0,76.0,2511,18.0,72,2,"volkswagen 411 (sw)",3275
26.0,4,79.0,67.0,1963,15.5,74,2,"volkswagen dasher",4100
25.0,4,90.0,71.0,2223,16.5,75,2,"volkswagen dasher",4700
30.5,4,97.0,78.0,2190,14.1,77,2,"volkswagen dasher",5399
27.0,4,97.0,60.0,1834,19.0,71,2,"volkswagen model 111",4104.8007380073805
43.1,4,90.0,48.0,1985,21.5,78,2,"volkswagen rabbit custom diesel",4699
29.0,4,97.0,78.0,1940,14.5,77,2,"volkswagen rabbit custom",4079
29.0,4,90.0,70.0,1937,14.0,75,2,"volkswagen rabbit",3330
29.25,4.0,93.5,70.5,1881.0,13.2,76.0,2.0,"volkswagen rabbit",3499.0
31.5,4,89.0,71.0,1990,14.9,78,2,"volkswagen scirocco",6095
20.99412698412698,4,97.0,48.0,1978,20.0,71,2,"volkswagen super beetle 117",4104.8007380073805
26.0,4,97.0,46.0,1950,21.0,73,2,"volkswagen super beetle",2499
23.0,4,97.0,54.0,2254,23.5,72,2,"volkswagen type 3",2549
19.0,4,121.0,112.0,2868,15.5,73,2,"volvo 144ea",4340
18.0,4,121.0,112.0,2933,14.5,72,2,"volvo 145e (sw)",3890
22.0,4,121.0,98.0,2945,14.5,75,2,"volvo 244dl",6595
20.0,4,130.0,102.0,3150,15.7,76,2,"volvo 245",7495
17.0,6,163.0,125.0,3140,13.6,78,2,"volvo 264gl",10245
31.9,4,89.0,71.0,1925,14.0,79,2,"vw rabbit custom",4799
